asof,collected_at_utc,ticker,target_end_date,eps_estimate,currency,proxy_weight
2026-09-16,2026-09-17T15:08:16+00:00,CRWD,2028-01-31,1.60591,USD,0.0054748738005564
2026-09-16,2026-09-17T15:08:16+00:00,CSCO,2028-07-31,5.60226,USD,0.0095367300354631
2026-09-16,2026-09-17T15:08:16+00:00,GOOG,2027-12-31,14.85683,USD,0.0911078903516234
2026-09-16,2026-09-17T15:08:16+00:00,GOOGL,2027-12-31,14.88243,USD,0.092036620071238
2026-09-16,2026-09-17T15:08:16+00:00,INTC,2027-12-31,2.06208,USD,0.0126380699916293
2026-09-16,2026-09-17T15:08:16+00:00,KLAC,2028-06-30,6.70539,USD,0.0047843013207022
2026-09-16,2026-09-17T15:08:16+00:00,LIN,2027-12-31,18.14518,USD,0.0045878967381424
2026-09-16,2026-09-17T15:08:16+00:00,LRCX,2028-06-30,11.65184,USD,0.0073271779373178
2026-09-16,2026-09-17T15:08:16+00:00,META,2027-12-31,33.94283,USD,0.0373265047824637
2026-09-16,2026-09-17T15:08:16+00:00,MRVL,2028-01-31,6.76085,USD,0.0047214893192214
2026-09-16,2026-09-17T15:08:16+00:00,MSFT,2028-06-30,23.59268,USD,0.0800461970374477
2026-09-16,2026-09-17T15:08:16+00:00,MU,2027-08-31,156.52975,USD,0.0241541334925197
2026-09-16,2026-09-17T15:08:16+00:00,NFLX,2027-12-31,3.81626,USD,0.0068411593622355
2026-09-16,2026-09-17T15:08:16+00:00,NVDA,2028-01-31,15.68263,USD,0.1153561041381193
2026-09-16,2026-09-17T15:08:16+00:00,PANW,2028-07-31,2.21057,USD,0.0067341138197743
2026-09-16,2026-09-17T15:08:16+00:00,PLTR,2027-12-31,2.32299,USD,0.0092161905600539
2026-09-16,2026-09-17T15:08:16+00:00,SNDK,2028-06-30,264.72162,USD,0.005135383440413
2026-09-16,2026-09-17T15:08:16+00:00,SPCX,2027-12-31,1.86275,USD,0.0442502240329875
2026-09-16,2026-09-17T15:08:16+00:00,TSLA,2027-12-31,2.19756,USD,0.0314384100766245
2026-09-16,2026-09-17T15:08:16+00:00,TXN,2027-12-31,10.1005,USD,0.0051581783824789
2026-09-16,2026-09-17T15:08:16+00:00,WMT,2028-01-31,3.23048,USD,0.0184209978534247
2026-09-17,2026-09-18T14:35:08+00:00,AAPL,2027-09-30,9.58154,USD,0.1054210599106778
2026-09-17,2026-09-18T14:35:08+00:00,AMAT,2027-10-31,18.45479,USD,0.0074482190416677
2026-09-17,2026-09-18T14:35:08+00:00,AMD,2027-12-31,15.57069,USD,0.0193611081444205
2026-09-17,2026-09-18T14:35:08+00:00,AMGN,2027-12-31,24.4023,USD,0.0044775017041793
2026-09-17,2026-09-18T14:35:08+00:00,AMZN,2027-12-31,10.46864,USD,0.0591175907460126
2026-09-17,2026-09-18T14:35:08+00:00,ARM,2028-03-31,3.05476,USD,0.0061541812267971
2026-09-17,2026-09-18T14:35:08+00:00,ASML,2027-12-31,51.72248,EUR,0.013690343545209
2026-09-17,2026-09-18T14:35:08+00:00,AVGO,2027-10-31,19.38391,USD,0.0371211439720094
2026-09-17,2026-09-18T14:35:08+00:00,COST,2027-08-31,22.66303,USD,0.0086134897059127
2026-09-17,2026-09-18T14:35:08+00:00,CRWD,2028-01-31,1.60591,USD,0.0052632303450748
2026-09-17,2026-09-18T14:35:08+00:00,CSCO,2028-07-31,5.60226,USD,0.0093386141332304
2026-09-17,2026-09-18T14:35:08+00:00,GOOG,2027-12-31,14.83697,USD,0.0921420645021873
2026-09-17,2026-09-18T14:35:08+00:00,GOOGL,2027-12-31,14.86455,USD,0.0931933849285619
2026-09-17,2026-09-18T14:35:08+00:00,INTC,2027-12-31,2.06208,USD,0.0123018499512446
2026-09-17,2026-09-18T14:35:08+00:00,KLAC,2028-06-30,6.70539,USD,0.0048893794623059
2026-09-17,2026-09-18T14:35:08+00:00,LIN,2027-12-31,18.14518,USD,0.0045707953856142
2026-09-17,2026-09-18T14:35:08+00:00,LRCX,2028-06-30,11.65184,USD,0.0076364698966798
2026-09-17,2026-09-18T14:35:08+00:00,META,2027-12-31,33.87112,USD,0.0372622791696976
2026-09-17,2026-09-18T14:35:08+00:00,MRVL,2028-01-31,6.76085,USD,0.0046589300074021
2026-09-17,2026-09-18T14:35:08+00:00,MSFT,2028-06-30,23.59268,USD,0.079351888089579
2026-09-17,2026-09-18T14:35:08+00:00,MU,2027-08-31,156.52975,USD,0.0243896951240903
2026-09-17,2026-09-18T14:35:08+00:00,NFLX,2027-12-31,3.81626,USD,0.0064983021068715
2026-09-17,2026-09-18T14:35:08+00:00,NVDA,2028-01-31,15.68263,USD,0.1149184561562621
2026-09-17,2026-09-18T14:35:08+00:00,PANW,2028-07-31,2.21057,USD,0.0063809842271874
2026-09-17,2026-09-18T14:35:08+00:00,PLTR,2027-12-31,2.32299,USD,0.0091043959368907
2026-09-17,2026-09-18T14:35:08+00:00,SNDK,2028-06-30,264.72162,USD,0.0054128531581453
2026-09-17,2026-09-18T14:35:08+00:00,SPCX,2027-12-31,1.86275,USD,0.0434458567038626
2026-09-17,2026-09-18T14:35:08+00:00,TSLA,2027-12-31,2.19756,USD,0.0312150615840236
2026-09-17,2026-09-18T14:35:08+00:00,TXN,2027-12-31,10.1005,USD,0.0052430223443819
2026-09-17,2026-09-18T14:35:08+00:00,WMT,2028-01-31,3.22995,USD,0.0185279156021446
